Назва продукту,"Всього, уп",Адреса клієнта-одержувача,Область України
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"м.Київ, вул.Ломоносова, 48, прим.91",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, пр-т Голосіївський, 58 а",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Київ, вул.Зодчих/вул.Тулузи, 60/1",
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,2,"пр-т Леся Курбаса, 2/13, 	м.Київ",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Київ, вул.Чавдар Єлизавети, 13, прим.373",
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Київ, пр-т Лісовий 23",
Крестор таб. в/о 10мг №28 (14х2) бліст.,2,"м.Київ, вул.Ломоносова, 60/5 (літера А)",
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"вул.Сім'ї Ідзиковських, 2,	м.Київ, Аптека №2",
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,2,"м.Київ, вул.Івашкевича Ярослава, №6-8 А, Аптека №5 Калина	",
Золадекс капс. 3.6мг шприц-аплікатор №1,1,"Київська обл., Бориспільський р-н, с.Щасливе, вул.Героїв Майдану, 11, оф.62, Аптека №1",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Бориспіль, вул.Шевченка, 4, Аптека ""Бориспільська центральна аптека №24""",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Миколаївська обл., смт Братське, вул.Чернишевського, 49, Братська ЦРЛ, головний (хірургічний) корпус, 2-й поверх, 	Аптечний пункт №3 (Аптеки №1)",Миколаївська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Миколаївська обл., м.Первомайськ, вул.М.Вінграновського,буд. 6-А/11",Миколаївська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., смт Гостомель, вул.Свято-Покровська, 9-Б",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., смт Коцюбинське, вул.Доківська, 5-в",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м. Ірпінь, смт Коцюбинське, вул.Доківська, 14",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Ірпінь, вул.Мечникова, 108, прим.46,47   Аптека №12",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м. Сарни, вул.Белгородська, 31",Рівненська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",3,"Рівненська обл., Сарненський р-н, м.Дубровиця, вул.1000-ліття Дубровиці, 6",Рівненська
Беталок Зок таб. в/о 25мг №14,1,"смт Рокитне, вул.Незалежності, 6",Рівненська
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"смт Зарічне, вул. Центральна, 6-А",Рівненська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"смт Зарічне, вул. Центральна, 6-А",Рівненська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"смт Зарічне, вул. Центральна, 6-А",Рівненська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"смт Зарічне, вул. Центральна, 6-А",Рівненська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КФ А-22 м.Чуднів, вул.Героїв Майдану, 167-Б/2",Житомирська
Симбікорт турбух. пор. дл/інг. 320мкг+9мкг 60д,1,"КФ А-109 Житомирська обл., Баранівський р-н, м.Баранівка, вул.Соборна, 2-А",Житомирська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",5,"КФ А-56 Житомирська обл., Баранівський р-н, с.Дубрівка, вул.Адмірала Левченко, 138",Житомирська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"м.Рівне Бачинського Сергія,5",Рівненська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Рівне, вул.Гагаріна, 16",Рівненська
"Симбікорт турбух. пор. дл/інг. 80мкг+4,5мкг 60д",3,"КФ А-56 Житомирська обл., Баранівський р-н, с.Дубрівка, вул.Адмірала Левченко, 138",Житомирська
Золадекс капс. 3.6мг шприц-аплікатор №1,3,"м.Рiвне, вул.Киівська, 56в",Рівненська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., Бориспільський р-н, с.Старе, вул.Партизанська, 15, Аптечний пункт №5 ДО 16 ГОДИНИ!",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., Бориспільський р-н, с.Старе, вул.Дніпрова, 45, Аптека №130 ДО 16 ГОДИНИ!",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м. Хмельницький, вул. Хотовицького, 7",Хмельницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м.Хмельницький, пр-т Миру, 72/5",Хмельницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"м.Хмельницький, вул.Шевченка, 60",Хмельницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",2,"м.Хмельницький, вул.Нижня Берегова, 42/1",Хмельницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Хмельницький, вул.Заводська, 20",Хмельницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Хмельницький, вул.Кам'янецька, 38",Хмельницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Хмельницький, вул.Трудова, 6А",Хмельницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м.Хмельницький, вул.Тернопільська, 12",Хмельницька
Крестор таб. в/о 10мг №28 (14х2) бліст.,1,"КА-66 м. Бар, вул. Каштанова, 5, прим.1",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КА-66 м. Бар, вул. Каштанова, 5, прим.1",Вінницька
"Будесонід Астразенека сусп.д/роз.0,5мг/мл 2мл №20",1,"м. Хотин, вул. Б. Хмельницького, 7",Чернівецька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"м. Хотин, вул. Б. Хмельницького, 7",Чернівецька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м. Бар, вул. Героїв Майдану, 32",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-66 м. Бар, вул. Каштанова, 5, прим.1",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"смт Ярмолинці, вул.Шевченка, 41 (поліклініка 1 поверх)",Хмельницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"вул. пр.Матросова, 30, Кам'янець-Подільський, Хмельницька обл.",Хмельницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"вул. пр.Матросова, 30, Кам'янець-Подільський, Хмельницька обл.",Хмельницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"м. Хотин, вул. Б. Хмельницького, 7",Чернівецька
"Симбікорт турбух. пор. дл/інг. 160мкг+4,5мкг 60д",1,"м. Бар, вул. Героїв Майдану, 32",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-103 м. Вінниця, вул. Хмельницьке шосе, 96-А",Вінницька
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Ф-50 м. Вінниця, вул. Пирогова, 52а",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"КФ А-98 м. Хмільник, проспект Свободи, 4",Вінницька
Ксігдуо Пролонг таб.в/о 10мг/1000мг №28(4х7)бліст.,1,"КФ А-98 м. Хмільник, проспект Свободи, 4",Вінницька
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"КА-152 м.Біла Церква, вул.Митрофанова, б.9, прим.88",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"КА-151 м.Біла Церква, б.Олександрійський, 20, прим.192",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-151 м.Біла Церква, б.Олександрійський, 20, прим.192",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"КА-153 м.Біла Церква, б.Олександрійський, 175, прим.2",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Біла Церква, вул.Мітрофанова,9 прим.87",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Біла Церква, б-р Олександрійський, 84, прим.50",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",2,"Київська обл., м.Біла Церква, б-р Олександрійський, 84, прим.50",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл. м. Біла Церква, Гагаріна, 25",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Біла Церква, вул.Павліченко, 49/1",Київська
"Пульмікорт сусп.д/розп. 0,25мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Біла Церква, вул.Леваневського, 47/1, прим.217",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Київська обл., м.Сквира, вул.Соборна, 22",Київська
"Пульмікорт сусп.д/розп. 0,5мг/мл фл. 2мл №20 п/е",1,"Житомирська обл., смт Ружин, вул.О.Бурди, 27, 	Аптека ""Норма"" №2",Житомирська
